"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.058805,-0.02865,-0.0048036,-5.3143,-7.3787,-0.90627
0.14989,0.0084488,-0.0049951,-5.2402,-7.3867,-0.90987
0.23499,0.023806,-0.0034439,-5.1425,-7.3863,-0.90878
0.25349,0.015997,0.020564,-5.0448,-7.3866,-0.90989
0.18901,-0.005139,0.047707,-4.9874,-7.3883,-0.90941
0.0063947,0.0487,-0.0094537,-1.5055,-7.383,-0.91007
0.013851,0.072485,-0.067302,-1.4469,-7.383,-0.91057
0.055237,0.077882,-0.068867,-1.347,-7.3837,-0.90884
0.077926,0.074116,-0.064687,-1.2452,-7.3841,-0.9082
0.084961,0.066772,-0.05639,-1.1442,-7.3842,-0.90804
0.078647,0.058804,-0.044433,-1.0441,-7.3843,-0.90824
0.053087,0.053914,-0.032732,-0.94542,-7.3841,-0.90891
0.0246,0.057419,-0.028183,-0.85117,-7.3836,-0.91047
0.0035287,0.049456,-0.018195,-0.79002,-7.3725,-0.90498
0.069275,0.0029642,-0.061723,-5.3249,-7.3056,-0.9106
0.15948,0.04205,-0.063142,-5.242,-7.3052,-0.91827
0.21869,0.053535,-0.041648,-5.1428,-7.3048,-0.91634
0.22926,0.038146,-0.00023418,-5.0436,-7.3051,-0.91825
0.17503,0.009531,0.060855,-4.9607,-7.3051,-0.91059
0.0046893,0.14695,0.010404,-1.5279,-7.298,-0.90989
0.015228,0.16149,-0.049826,-1.4463,-7.3002,-0.91807
0.061276,0.16508,-0.043503,-1.3463,-7.3012,-0.91548
0.078268,0.1575,-0.033596,-1.2448,-7.3018,-0.91474
0.078457,0.14383,-0.02095,-1.1441,-7.302,-0.9146
0.063804,0.12797,-0.0059781,-1.0443,-7.3021,-0.91476
0.027954,0.11378,0.0014953,-0.94608,-7.3018,-0.91548
-0.0055688,0.11243,-0.0088518,-0.85306,-7.3013,-0.91788
-0.017224,0.12387,-0.019896,-0.78664,-7.2991,-0.9082
0.07676,0.070512,-0.064661,-5.3254,-7.2054,-0.9089
0.16398,0.092894,-0.060375,-5.2426,-7.2049,-0.91583
0.21648,0.097294,-0.039494,-5.1431,-7.2047,-0.91335
0.22135,0.091454,0.00043084,-5.0436,-7.2048,-0.91581
0.1585,0.070802,0.062899,-4.9606,-7.2051,-0.909
-0.010964,0.18171,0.019824,-1.527,-7.1998,-0.90841
0.010231,0.18209,-0.031961,-1.4451,-7.201,-0.91536
0.052385,0.17469,-0.026482,-1.3455,-7.2019,-0.91189
0.067484,0.16411,-0.01773,-1.2445,-7.2025,-0.91084
0.067037,0.14801,-0.0058566,-1.144,-7.2027,-0.91065
0.052894,0.13233,0.009962,-1.0446,-7.2027,-0.91088
0.011431,0.12857,0.022462,-0.94684,-7.2026,-0.91189
-0.018305,0.13992,0.0058479,-0.85463,-7.2023,-0.9152
-0.012009,0.13847,-0.03127,-0.78626,-7.2375,-0.90861
0.081642,0.11853,-0.062091,-5.3257,-7.1034,-0.90825
0.16162,0.12709,-0.05254,-5.2431,-7.1031,-0.91511
0.21411,0.12449,-0.032019,-5.1435,-7.103,-0.91247
0.21724,0.12423,0.0048994,-5.044,-7.1032,-0.91503
0.15185,0.10701,0.062905,-4.9609,-7.1036,-0.90835
-0.019045,0.15447,0.022843,-1.5262,-7.0995,-0.90788
-0.0070523,0.16869,-0.012849,-1.4441,-7.1003,-0.9145
0.034591,0.1543,-0.0038596,-1.3448,-7.1012,-0.9107
0.052055,0.14053,0.0028071,-1.2442,-7.1016,-0.90952
0.053935,0.12571,0.011221,-1.144,-7.1019,-0.9093
0.043219,0.11022,0.024706,-1.0447,-7.1019,-0.90958
0.0016898,0.11464,0.032424,-0.94725,-7.1019,-0.91076
-0.028669,0.13232,0.010065,-0.85523,-7.1017,-0.91443
-0.0199,0.1275,-0.022403,-0.77779,-7.1015,-0.91744
0.084457,0.15026,-0.05959,-5.326,-7.002,-0.90799
0.15684,0.15022,-0.0485,-5.2435,-7.0019,-0.91489
0.21333,0.1448,-0.027102,-5.1441,-7.0019,-0.9121
0.21726,0.1526,0.0045238,-5.0448,-7.002,-0.91443
0.1546,0.15304,0.060766,-4.9614,-7.0034,-0.90743
-0.05844,0.12559,0.040748,-1.5256,-6.9998,-0.90702
-0.029722,0.090323,0.020284,-1.4432,-6.9996,-0.91385
0.014976,0.062771,0.025742,-1.3442,-7.0005,-0.91018
0.035933,0.069957,0.028875,-1.2439,-7.001,-0.90903
0.043382,0.07446,0.030184,-1.144,-7.0013,-0.90883
0.042536,0.074174,0.037501,-1.0448,-7.0013,-0.90916
0.0048189,0.090657,0.040186,-0.94743,-7.0013,-0.91043
-0.030348,0.11916,0.013659,-0.85546,-7.0012,-0.91421
-0.02197,0.12331,-0.013433,-0.77792,-7.0011,-0.91729
0.085777,0.17803,-0.056602,-5.3261,-6.9013,-0.90789
0.15161,0.17264,-0.046984,-5.2439,-6.9013,-0.91475
0.21475,0.16531,-0.028068,-5.1448,-6.9013,-0.9117
0.24023,0.17649,-0.0061673,-5.046,-6.9007,-0.91322
0.19382,0.21816,0.031019,-4.9596,-6.9392,-0.90783
0.1526,-0.0627,-0.027138,-1.5278,-6.9356,-0.90747
0.12191,-0.054454,-0.020117,-1.4422,-6.8986,-0.9126
0.12934,-0.04085,-0.012483,-1.3436,-6.9001,-0.90967
0.1227,-0.0090026,0.008138,-1.2436,-6.9007,-0.90876
0.067204,0.026033,0.023892,-1.1439,-6.901,-0.90863
0.0026445,0.033001,0.022612,-1.0448,-6.901,-0.909
