"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.053612,-0.021004,-0.0080949,-5.3143,-7.3787,-0.90627
0.12996,0.011929,-0.006497,-5.2402,-7.3867,-0.90987
0.19129,0.023601,-0.0048512,-5.1425,-7.3863,-0.90878
0.20298,0.017116,0.013838,-5.0448,-7.3866,-0.90989
0.14894,-0.001376,0.036551,-4.9874,-7.3883,-0.90941
-0.057481,0.020291,-0.0048172,-1.5055,-7.383,-0.91007
-0.019128,0.024073,-0.044596,-1.4469,-7.383,-0.91057
0.008675,0.035129,-0.0493,-1.347,-7.3837,-0.90884
0.041798,0.044106,-0.05247,-1.2452,-7.3841,-0.9082
0.062644,0.050542,-0.049029,-1.1442,-7.3842,-0.90804
0.070155,0.053124,-0.041633,-1.0441,-7.3843,-0.90824
0.062587,0.053695,-0.031525,-0.94542,-7.3841,-0.90891
0.039748,0.052443,-0.02116,-0.85117,-7.3836,-0.91047
0.011236,0.034588,-0.0035424,-0.79002,-7.3725,-0.90498
0.056605,0.0043909,-0.05495,-5.3249,-7.3056,-0.9106
0.13585,0.037576,-0.048188,-5.242,-7.3052,-0.91827
0.17874,0.045,-0.030529,-5.1428,-7.3048,-0.91634
0.18392,0.032524,0.0018085,-5.0436,-7.3051,-0.91825
0.13862,0.0092813,0.04912,-4.9607,-7.3051,-0.91059
-0.044954,0.066048,0.0079348,-1.5279,-7.298,-0.90989
-0.029035,0.088462,-0.02121,-1.4463,-7.3002,-0.91807
-0.010592,0.10566,-0.022531,-1.3463,-7.3012,-0.91548
0.018612,0.11326,-0.021486,-1.2448,-7.3018,-0.91474
0.033106,0.10904,-0.018943,-1.1441,-7.302,-0.9146
0.038557,0.098407,-0.01454,-1.0443,-7.3021,-0.91476
0.034111,0.085539,-0.010848,-0.94608,-7.3018,-0.91548
0.024627,0.078703,-0.0079374,-0.85306,-7.3013,-0.91788
0.0037876,0.085519,0.0062463,-0.78664,-7.2991,-0.9082
0.059277,0.061545,-0.05551,-5.3254,-7.2054,-0.9089
0.13719,0.077319,-0.046698,-5.2426,-7.2049,-0.91583
0.17428,0.077515,-0.03036,-5.1431,-7.2047,-0.91335
0.17624,0.072864,0.0022576,-5.0436,-7.2048,-0.91581
0.12503,0.057428,0.050837,-4.9606,-7.2051,-0.909
-0.044856,0.085465,0.013037,-1.527,-7.1998,-0.90841
-0.042327,0.10612,-0.0035643,-1.4451,-7.201,-0.91536
-0.027456,0.10607,-0.0014203,-1.3455,-7.2019,-0.91189
0.0040055,0.10273,-0.0042794,-1.2445,-7.2025,-0.91084
0.016552,0.10126,-0.0054706,-1.144,-7.2027,-0.91065
0.020822,0.09803,-0.0025837,-1.0446,-7.2027,-0.91088
0.011678,0.097619,0.0024861,-0.94684,-7.2026,-0.91189
0.013596,0.099425,0.0013584,-0.85463,-7.2023,-0.9152
0.0043713,0.095102,-0.002076,-0.78626,-7.2375,-0.90861
0.061486,0.10261,-0.050611,-5.3257,-7.1034,-0.90825
0.13118,0.10301,-0.040519,-5.2431,-7.1031,-0.91511
0.16939,0.096917,-0.025485,-5.1435,-7.103,-0.91247
0.17184,0.097157,0.004724,-5.044,-7.1032,-0.91503
0.11948,0.0852,0.049947,-4.9609,-7.1036,-0.90835
-0.065729,0.081804,0.025985,-1.5262,-7.0995,-0.90788
-0.061939,0.042067,0.02132,-1.4441,-7.1003,-0.9145
-0.02751,-0.0072188,0.018132,-1.3448,-7.1012,-0.9107
-0.011566,0.0081426,0.014813,-1.2442,-7.1016,-0.90952
0.0033266,0.061821,0.0076394,-1.144,-7.1019,-0.9093
0.011035,0.079578,0.004683,-1.0447,-7.1019,-0.90958
0.0039421,0.090022,0.0050625,-0.94725,-7.1019,-0.91076
0.0030486,0.10146,0.0034504,-0.85523,-7.1017,-0.91443
-0.00042271,0.09134,-0.00040437,-0.77779,-7.1015,-0.91744
0.062672,0.12662,-0.046872,-5.326,-7.002,-0.90799
0.12502,0.11987,-0.037439,-5.2435,-7.0019,-0.91489
0.16718,0.11293,-0.022271,-5.1441,-7.0019,-0.9121
0.17145,0.12035,0.0043421,-5.0448,-7.002,-0.91443
0.12073,0.12112,0.047962,-4.9614,-7.0034,-0.90743
-0.083701,0.11439,0.014509,-1.5256,-6.9998,-0.90702
0.071987,-0.080693,-0.021826,-1.4432,-6.9996,-0.91385
0.086519,-0.077091,-0.011052,-1.3442,-7.0005,-0.91018
0.073937,-0.04956,0.0073915,-1.2439,-7.001,-0.90903
-0.0077895,0.010261,0.01062,-1.144,-7.0013,-0.90883
0.001689,0.061154,-0.0058558,-1.0448,-7.0013,-0.90916
0.0035889,0.089842,0.000406,-0.94743,-7.0013,-0.91043
-0.00089083,0.10773,0.0035254,-0.85546,-7.0012,-0.91421
