"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.079146,-0.032161,-0.032874,0.25191,-0.24832,0.7516
0.11341,-0.016833,-0.019658,0.35124,-0.25591,0.7439
0.064335,-0.072604,-0.022996,0.2443,-0.14921,0.74404
0.068883,-0.047114,-0.060031,0.24441,-0.25584,0.8507
0.16935,-0.0067979,-0.013842,0.44848,-0.25716,0.7426
0.098746,-0.048561,-0.0064481,0.34055,-0.15982,0.73675
0.10721,-0.023447,-0.04528,0.34076,-0.26304,0.83994
0.058008,-0.12303,-0.030599,0.24286,-0.051864,0.7427
0.047695,-0.082389,-0.038254,0.23716,-0.15981,0.8401
0.065762,-0.057498,-0.074332,0.2429,-0.2573,0.9481
0.21727,-0.0018795,-0.012949,0.54872,-0.25753,0.74227
0.15456,-0.034754,0.00071247,0.44424,-0.16232,0.73709
0.16284,-0.011962,-0.041397,0.44436,-0.26272,0.83728
0.093737,-0.099482,-0.010856,0.33777,-0.056013,0.73712
0.087167,-0.047979,-0.023187,0.3305,-0.16983,0.83002
0.10495,-0.031044,-0.064132,0.33786,-0.26287,0.94382
0.035801,-0.1333,-0.037987,0.23729,-0.056185,0.83738
0.057578,-0.16412,-0.036002,0.24245,0.048538,0.74233
0.041283,-0.098064,-0.05289,0.2373,-0.16261,0.94383
0.065199,-0.062076,-0.079452,0.24246,-0.25768,1.0485
0.25701,0.0015045,-0.013824,0.64941,-0.25766,0.74217
0.20265,-0.025854,0.0024234,0.5471,-0.1632,0.73733
0.21028,-0.0067274,-0.041541,0.54714,-0.2625,0.8364
0.14773,-0.082384,-0.0030971,0.44213,-0.057975,0.73829
0.14348,-0.030322,-0.017654,0.44017,-0.17045,0.82939
0.15938,-0.018709,-0.061386,0.4422,-0.26171,0.94167
0.076411,-0.095334,-0.015772,0.32964,-0.060084,0.82941
0.09276,-0.14097,-0.013812,0.33682,0.046964,0.73738
0.082197,-0.057156,-0.040271,0.32965,-0.17058,0.93994
0.1027,-0.034559,-0.072708,0.33686,-0.26264,1.0468
0.026398,-0.14981,-0.052635,0.2383,-0.058326,0.94166
0.031569,-0.17519,-0.043351,0.23748,0.046785,0.83645
0.058724,-0.20068,-0.040748,0.24232,0.14932,0.7422
0.038397,-0.10755,-0.058663,0.23749,-0.16356,1.0468
0.064327,-0.065678,-0.076656,0.24231,-0.25781,1.1493
0.29269,0.0046059,-0.015768,0.74978,-0.25771,0.74214
0.2435,-0.018262,0.002308,0.64878,-0.16351,0.73739
0.24944,-0.0033996,-0.044056,0.64879,-0.26246,0.83611
0.1942,-0.069569,-0.00059635,0.54598,-0.058842,0.73885
