"Points:0","Points:1","Points:2","U:0","U:1","U:2"
-4.2336,4.1653,0.4517,0.16833,-0.081176,-0.12606
-4.3403,4.638,0.050074,0.069122,-0.013495,0.0071631
-4.3336,4.5357,0.15027,0.13349,0.029435,0.026713
-4.3338,4.4418,0.25079,0.11087,-0.013116,-0.053583
-4.3342,4.3496,0.35184,0.1084,-0.023054,-0.11154
-4.3328,4.2579,0.45334,0.13226,-0.038743,-0.13898
-4.3417,4.1576,0.55043,0.16089,0.023,-0.1442
-4.4518,4.75,0.05012,0.01155,-0.052403,-0.018725
-4.4447,4.6431,0.15019,0.086487,0.0063101,0.02632
-4.4347,4.5362,0.25026,0.11118,0.028102,0.022629
-4.4318,4.4376,0.35107,0.082209,-0.01841,-0.079986
-4.4361,4.3453,0.4532,0.089717,-0.013014,-0.13295
-4.4394,4.2523,0.55746,0.10741,-0.016813,-0.15331
-4.4489,4.1575,0.65763,0.12376,0.052551,-0.16937
-4.5415,4.5453,0.35022,0.087047,0.018899,0.025327
-4.5347,4.443,0.45144,0.059579,-0.021425,-0.10158
-4.5394,4.348,0.55517,0.067143,-0.0073719,-0.14617
-4.5437,4.2585,0.66375,0.080434,0.0079406,-0.16502
-4.5472,4.1652,0.76518,0.11058,0.075024,-0.15988
-4.6444,4.5529,0.45026,0.062607,0.014249,0.033167
-4.6409,4.4548,0.5519,0.038776,-0.017172,-0.10303
-4.643,4.3564,0.65716,0.043022,-0.0030228,-0.14871
-4.6455,4.2652,0.7652,0.053242,0.018191,-0.1644
-4.6488,4.0584,0.75496,0.11221,0.084163,-0.076881
-4.6462,4.1675,0.86423,0.053124,0.0072378,-0.16355
-4.7455,4.557,0.55033,0.03581,0.0073368,0.030565
-4.7446,4.4628,0.65235,0.018726,-0.0098721,-0.097742
-4.7454,4.3633,0.75744,0.020061,-0.0022237,-0.14339
-4.7463,4.2656,0.86075,0.023982,-0.0098202,-0.16234
-4.749,3.9549,0.74714,0.10022,0.021819,-0.072307
-4.7482,4.0654,0.85736,0.057323,0.0032759,-0.13787
-4.7465,4.1639,0.95776,0.030225,-0.020049,-0.17457
-4.8474,4.5585,0.65041,0.012784,0.0021875,0.024374
-4.8471,4.4663,0.75243,0.0069877,-0.0074938,-0.085232
-4.8473,4.3658,0.85573,0.0079695,-0.018837,-0.14375
-4.8475,4.265,0.9566,0.014771,-0.030025,-0.18233
-4.8494,3.8529,0.74323,0.058537,-0.013648,-0.061978
-4.8491,3.9584,0.84582,0.045076,-0.020904,-0.11763
-4.8484,4.0623,0.95389,0.028753,-0.033087,-0.17581
-4.8476,4.1621,1.0541,0.017352,-0.050011,-0.20302
-4.9492,4.5584,0.75043,0.0060741,0.0010345,0.019838
-4.9491,4.4667,0.85203,-0.0011402,-0.012606,-0.10232
-4.9491,4.3659,0.95377,-0.0026027,-0.034773,-0.18649
-4.9491,4.2641,1.0538,-0.0012517,-0.05079,-0.21742
-4.9498,3.7509,0.74224,0.023605,-0.050276,-0.072422
-4.9497,3.8537,0.83936,0.018656,-0.051431,-0.10908
-4.9495,3.9579,0.94755,0.0093267,-0.054001,-0.17065
-4.9493,4.0605,1.0518,0.003056,-0.062459,-0.21419
-4.9491,4.1611,1.1522,-0.0017034,-0.069551,-0.23635
-4.2583,3.6505,0.050149,-0.03344,-0.065746,0.007702
-4.1641,3.752,0.050262,-0.023456,-0.13742,-0.017281
-4.2584,3.7518,0.15055,0.012607,-0.053753,0.026994
-4.0576,3.8547,0.050358,0.042523,-0.14874,-0.022904
-4.1614,3.8546,0.15085,0.0077141,-0.13685,-0.044005
-4.257,3.8539,0.2512,0.051606,-0.086336,-0.025796
-3.9512,3.9571,0.050405,0.11474,-0.12807,-0.027777
-4.0519,3.958,0.15107,0.072824,-0.13446,-0.050749
-4.154,3.9589,0.2515,0.043707,-0.13177,-0.093001
-4.2525,3.9551,0.35185,0.087267,-0.11393,-0.090934
-3.8477,4.0577,0.050408,0.16388,-0.093556,-0.032072
-3.9464,4.0592,0.15118,0.1355,-0.10951,-0.052189
-4.0445,4.0616,0.25183,0.10343,-0.12585,-0.093131
-4.1411,4.0652,0.35224,0.077943,-0.13106,-0.12018
-4.2439,4.0582,0.45132,0.12446,-0.13753,-0.1379
-3.7469,4.1571,0.050375,0.19045,-0.05833,-0.027407
-3.8442,4.2578,0.050346,0.18839,-0.038463,-0.026748
-3.8452,4.1582,0.15117,0.1588,-0.082281,-0.040974
-3.9419,4.3571,0.0503,0.1847,-0.018201,-0.017063
-3.9416,4.259,0.15103,0.15167,-0.067609,-0.036908
-3.9427,4.16,0.25199,0.14325,-0.097156,-0.077259
-4.0409,4.4538,0.050238,0.17195,-0.0056907,-0.0058914
-4.0392,4.3573,0.15086,0.15211,-0.044719,-0.017381
-4.0383,4.2606,0.25168,0.13194,-0.083537,-0.074396
-4.0388,4.1628,0.35286,0.13894,-0.098821,-0.10497
-4.1414,4.548,0.050162,0.14516,0.00061881,0.0091105
-4.1386,4.4515,0.15065,0.14989,-0.024764,0.003824
-4.1363,4.3568,0.25138,0.12418,-0.059973,-0.051715
-4.1341,4.2627,0.35236,0.13339,-0.086329,-0.10473
-4.1324,4.1676,0.45378,0.13832,-0.090736,-0.13122
-4.2439,4.6432,0.050095,0.0746,-0.033192,0.0041645
-4.2387,4.5429,0.15039,0.13588,0.0061091,0.031398
-4.2362,4.4475,0.25099,0.11822,-0.036533,-0.023645
