"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.043367,0.031979,-0.079035,0.25191,-0.24832,0.7516
0.052939,0.037973,-0.065894,0.35124,-0.25591,0.7439
0.041085,0.056591,-0.053249,0.2443,-0.14921,0.74404
0.033539,-0.0026932,-0.11209,0.24441,-0.25584,0.8507
0.086887,0.041476,-0.060702,0.44848,-0.25716,0.7426
0.04604,0.056099,-0.039208,0.34055,-0.15982,0.73675
0.051544,0.0068495,-0.099007,0.34076,-0.26304,0.83994
0.034549,0.067162,-0.041726,0.24286,-0.051864,0.7427
0.03032,-0.0013616,-0.066991,0.23716,-0.15981,0.8401
0.027147,-0.016085,-0.13578,0.2429,-0.2573,0.9481
0.11434,0.042352,-0.058814,0.54872,-0.25753,0.74227
0.081982,0.059236,-0.035015,0.44424,-0.16232,0.73709
0.087014,0.010592,-0.096352,0.44436,-0.26272,0.83728
0.046759,0.068235,-0.029458,0.33777,-0.056013,0.73712
0.046775,0.011936,-0.061471,0.3305,-0.16983,0.83002
0.051295,-0.01054,-0.12721,0.33786,-0.26287,0.94382
0.024045,-0.018871,-0.043752,0.23729,-0.056185,0.83738
0.031002,0.068369,-0.034667,0.24245,0.048538,0.74233
0.024932,-0.032851,-0.09069,0.2373,-0.16261,0.94383
0.025814,-0.01939,-0.14721,0.24246,-0.25768,1.0485
0.13798,0.043042,-0.057341,0.64941,-0.25766,0.74217
0.11048,0.061946,-0.033516,0.5471,-0.1632,0.73733
0.11568,0.012421,-0.09523,0.54714,-0.2625,0.8364
0.082034,0.074407,-0.025816,0.44213,-0.057975,0.73829
0.083574,0.017718,-0.061172,0.44017,-0.17045,0.82939
0.087584,-0.006713,-0.12657,0.4422,-0.26171,0.94167
0.047601,0.0049439,-0.039996,0.32964,-0.060084,0.82941
0.04905,0.069416,-0.023951,0.33682,0.046964,0.73738
0.049241,-0.018571,-0.090517,0.32965,-0.17058,0.93994
0.050425,-0.015486,-0.13993,0.33686,-0.26264,1.0468
0.020981,-0.057201,-0.068635,0.2383,-0.058326,0.94166
0.022633,-0.041967,-0.032652,0.23748,0.046785,0.83645
0.030501,0.054954,-0.027542,0.24232,0.14932,0.7422
0.024527,-0.043211,-0.10603,0.23749,-0.16356,1.0468
0.024683,-0.019977,-0.15343,0.24231,-0.25781,1.1493
0.15891,0.043713,-0.055882,0.74978,-0.25771,0.74214
0.13465,0.064317,-0.032514,0.64878,-0.16351,0.73739
0.13998,0.014105,-0.093945,0.64879,-0.26246,0.83611
0.11023,0.080317,-0.024192,0.54598,-0.058842,0.73885
0.11282,0.022535,-0.060705,0.5454,-0.17059,0.82928
0.11688,-0.0041557,-0.12695,0.54601,-0.26116,0.94073
0.083468,0.016393,-0.041349,0.43835,-0.061788,0.82987
0.083489,0.078283,-0.02069,0.44121,0.045913,0.73887
0.085615,-0.010868,-0.090494,0.43834,-0.17016,0.93818
0.08693,-0.012303,-0.13948,0.44127,-0.26117,1.0456
0.048403,-0.03747,-0.064127,0.3299,-0.061855,0.93815
0.048104,-0.015185,-0.024381,0.32944,0.045187,0.8293
0.05175,0.054201,-0.017903,0.3365,0.14871,0.73743
0.049356,-0.030274,-0.10685,0.32946,-0.17074,1.0451
0.04857,-0.017206,-0.14681,0.3365,-0.26259,1.1486
0.020034,-0.071698,-0.084459,0.23884,-0.059286,1.0456
0.019232,-0.077966,-0.056989,0.23883,0.045594,0.94072
0.023751,-0.068682,-0.024022,0.23752,0.14861,0.83612
0.036162,0.049344,-0.0068549,0.24228,0.24975,0.74216
0.024038,-0.047524,-0.11664,0.23751,-0.16391,1.1486
0.023406,-0.019755,-0.15612,0.24226,-0.25785,1.2497
0.1772,0.044257,-0.054467,0.84993,-0.25772,0.74213
0.15564,0.066238,-0.031649,0.74953,-0.1636,0.7374
0.16108,0.015685,-0.092411,0.74954,-0.26247,0.83602
0.13402,0.085437,-0.023066,0.64825,-0.059154,0.73903
0.1371,0.026833,-0.060057,0.64794,-0.17068,0.82922
0.14161,-0.0019662,-0.12687,0.64828,-0.26101,0.94039
0.11257,0.025615,-0.041706,0.54403,-0.062575,0.83025
0.1115,0.087027,-0.018976,0.54539,0.045361,0.73957
0.11496,-0.0043154,-0.090449,0.54403,-0.16984,0.9374
0.11655,-0.0099007,-0.1403,0.54544,-0.2605,1.045
0.083725,-0.024349,-0.063337,0.43665,-0.06348,0.93659
0.083912,0.0039476,-0.024771,0.4375,0.043926,0.83026
0.085338,0.066931,-0.014546,0.44088,0.14821,0.73904
0.085289,-0.023853,-0.1066,0.43752,-0.16987,1.0438
0.084985,-0.014682,-0.14683,0.4409,-0.26102,1.1481
0.047298,-0.054148,-0.080572,0.33018,-0.062706,1.0438
0.047069,-0.056496,-0.04605,0.33017,0.043777,0.93736
0.048967,-0.04276,-0.010609,0.32933,0.14781,0.82923
0.056974,0.045279,0.0019137,0.33641,0.2495,0.73743
0.048399,-0.035495,-0.11749,0.32933,-0.17085,1.1478
0.046125,-0.017953,-0.14984,0.33638,-0.2626,1.2495
