"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0,0,0,0.17852,0.027484,0.010996
0,0,0,0.27944,0.027484,0.010996
0,0,0,0.38036,0.027484,0.010996
0,0,0,0.48128,0.027484,0.010996
0,0,0,0.5822,0.027484,0.010996
0,0,0,0.68311,0.027484,0.010996
0,0,0,0.78403,0.027484,0.010996
-0.21965,-0.46802,-0.0074537,0.88495,0.027484,0.010996
-0.26856,-0.49252,0.00014253,0.98587,0.027484,0.010996
-0.46651,-0.75462,-0.0018812,1.0868,0.027484,0.010996
-0.39493,-0.61839,-0.0022134,1.1877,0.027484,0.010996
-0.47811,-0.74983,-0.0028942,1.2886,0.027484,0.010996
-0.33118,-0.53066,-0.0030334,1.3895,0.027484,0.010996
-0.22559,-0.37279,-0.0043368,1.4905,0.027484,0.010996
-0.082583,-0.13507,-0.0021455,1.5914,0.027484,0.010996
0,0,0,1.6923,0.027484,0.010996
0,0,0,1.7932,0.027484,0.010996
0,0,0,1.8941,0.027484,0.010996
0,0,0,1.995,0.027484,0.010996
0,0,0,2.096,0.027484,0.010996
0,0,0,2.1969,0.027484,0.010996
0,0,0,2.2978,0.027484,0.010996
0,0,0,2.3987,0.027484,0.010996
0,0,0,2.4996,0.027484,0.010996
0,0,0,2.6006,0.027484,0.010996
0,0,0,2.7015,0.027484,0.010996
0,0,0,2.8024,0.027484,0.010996
0,0,0,2.9033,0.027484,0.010996
0,0,0,3.0042,0.027484,0.010996
0,0,0,3.1051,0.027484,0.010996
0,0,0,3.2061,0.027484,0.010996
0,0,0,3.307,0.027484,0.010996
0,0,0,3.4079,0.027484,0.010996
0,0,0,3.5088,0.027484,0.010996
0,0,0,3.6097,0.027484,0.010996
0,0,0,3.7107,0.027484,0.010996
0,0,0,3.8116,0.027484,0.010996
0,0,0,3.9125,0.027484,0.010996
0,0,0,4.0134,0.027484,0.010996
0,0,0,4.1143,0.027484,0.010996
0,0,0,4.2152,0.027484,0.010996
0,0,0,4.3162,0.027484,0.010996
0,0,0,4.4171,0.027484,0.010996
0,0,0,4.518,0.027484,0.010996
0,0,0,4.6189,0.027484,0.010996
0,0,0,4.7198,0.027484,0.010996
0,0,0,4.8207,0.027484,0.010996
0,0,0,4.9217,0.027484,0.010996
0,0,0,5.0226,0.027484,0.010996
0,0,0,5.1235,0.027484,0.010996
0,0,0,5.2244,0.027484,0.010996
0,0,0,5.3253,0.027484,0.010996
0,0,0,5.4263,0.027484,0.010996
0,0,0,5.5272,0.027484,0.010996
0,0,0,5.6281,0.027484,0.010996
0,0,0,5.729,0.027484,0.010996
0,0,0,5.8299,0.027484,0.010996
0,0,0,5.9308,0.027484,0.010996
0,0,0,6.0318,0.027484,0.010996
0,0,0,6.1327,0.027484,0.010996
0,0,0,6.2336,0.027484,0.010996
0,0,0,6.3345,0.027484,0.010996
0,0,0,6.4354,0.027484,0.010996
0,0,0,6.5364,0.027484,0.010996
0,0,0,6.6373,0.027484,0.010996
0,0,0,6.7382,0.027484,0.010996
0,0,0,6.8391,0.027484,0.010996
0,0,0,6.94,0.027484,0.010996
0,0,0,7.0409,0.027484,0.010996
0,0,0,7.1419,0.027484,0.010996
0,0,0,7.2428,0.027484,0.010996
0,0,0,7.3437,0.027484,0.010996
0,0,0,7.4446,0.027484,0.010996
0,0,0,7.5455,0.027484,0.010996
0,0,0,7.6465,0.027484,0.010996
0,0,0,7.7474,0.027484,0.010996
0,0,0,7.8483,0.027484,0.010996
0,0,0,7.9492,0.027484,0.010996
0,0,0,8.0501,0.027484,0.010996
0,0,0,8.151,0.027484,0.010996
0,0,0,8.252,0.027484,0.010996
0,0,0,8.3529,0.027484,0.010996
0,0,0,8.4538,0.027484,0.010996
0,0,0,8.5547,0.027484,0.010996
0,0,0,8.6556,0.027484,0.010996
0,0,0,8.7565,0.027484,0.010996
0,0,0,8.8575,0.027484,0.010996
0,0,0,8.9584,0.027484,0.010996
0,0,0,9.0593,0.027484,0.010996
0,0,0,9.1602,0.027484,0.010996
0,0,0,9.2611,0.027484,0.010996
0,0,0,9.3621,0.027484,0.010996
0,0,0,9.463,0.027484,0.010996
0,0,0,9.5639,0.027484,0.010996
0,0,0,9.6648,0.027484,0.010996
0,0,0,9.7657,0.027484,0.010996
0,0,0,0.17852,0.13051,0.010996
0,0,0,0.27944,0.13051,0.010996
0,0,0,0.38036,0.13051,0.010996
0,0,0,0.48128,0.13051,0.010996
0,0,0,0.5822,0.13051,0.010996
0,0,0,0.68311,0.13051,0.010996
0,0,0,0.78403,0.13051,0.010996
-1.9018e-05,-9.5125e-05,-1.389e-06,0.88495,0.13051,0.010996
-7.4781e-05,-0.00015854,2.4347e-06,0.98587,0.13051,0.010996
-0.00012994,-0.00020526,9.9885e-07,1.0868,0.13051,0.010996
-0.00015306,-0.00022461,-2.3036e-07,1.1877,0.13051,0.010996
-0.00015906,-0.00023141,-9.9111e-07,1.2886,0.13051,0.010996
-0.0001493,-0.00022211,-1.4132e-06,1.3895,0.13051,0.010996
-0.00012139,-0.00017756,-8.0583e-07,1.4905,0.13051,0.010996
-7.5291e-05,-7.7522e-05,-2.775e-07,1.5914,0.13051,0.010996
0,0,0,1.6923,0.13051,0.010996
0,0,0,1.7932,0.13051,0.010996
0,0,0,1.8941,0.13051,0.010996
0,0,0,1.995,0.13051,0.010996
0,0,0,2.096,0.13051,0.010996
0,0,0,2.1969,0.13051,0.010996
0,0,0,2.2978,0.13051,0.010996
0,0,0,2.3987,0.13051,0.010996
0,0,0,2.4996,0.13051,0.010996
0,0,0,2.6006,0.13051,0.010996
0,0,0,2.7015,0.13051,0.010996
0,0,0,2.8024,0.13051,0.010996
0,0,0,2.9033,0.13051,0.010996
0,0,0,3.0042,0.13051,0.010996
0,0,0,3.1051,0.13051,0.010996
0,0,0,3.2061,0.13051,0.010996
0,0,0,3.307,0.13051,0.010996
0,0,0,3.4079,0.13051,0.010996
0,0,0,3.5088,0.13051,0.010996
0,0,0,3.6097,0.13051,0.010996
0,0,0,3.7107,0.13051,0.010996
0,0,0,3.8116,0.13051,0.010996
0,0,0,3.9125,0.13051,0.010996
0,0,0,4.0134,0.13051,0.010996
0,0,0,4.1143,0.13051,0.010996
0,0,0,4.2152,0.13051,0.010996
0,0,0,4.3162,0.13051,0.010996
0,0,0,4.4171,0.13051,0.010996
0,0,0,4.518,0.13051,0.010996
0,0,0,4.6189,0.13051,0.010996
0,0,0,4.7198,0.13051,0.010996
0,0,0,4.8207,0.13051,0.010996
0,0,0,4.9217,0.13051,0.010996
0,0,0,5.0226,0.13051,0.010996
0,0,0,5.1235,0.13051,0.010996
0,0,0,5.2244,0.13051,0.010996
0,0,0,5.3253,0.13051,0.010996
0,0,0,5.4263,0.13051,0.010996
0,0,0,5.5272,0.13051,0.010996
0,0,0,5.6281,0.13051,0.010996
0,0,0,5.729,0.13051,0.010996
0,0,0,5.8299,0.13051,0.010996
0,0,0,5.9308,0.13051,0.010996
0,0,0,6.0318,0.13051,0.010996
0,0,0,6.1327,0.13051,0.010996
0,0,0,6.2336,0.13051,0.010996
0,0,0,6.3345,0.13051,0.010996
0,0,0,6.4354,0.13051,0.010996
0,0,0,6.5364,0.13051,0.010996
0,0,0,6.6373,0.13051,0.010996
0,0,0,6.7382,0.13051,0.010996
0,0,0,6.8391,0.13051,0.010996
0,0,0,6.94,0.13051,0.010996
0,0,0,7.0409,0.13051,0.010996
0,0,0,7.1419,0.13051,0.010996
0,0,0,7.2428,0.13051,0.010996
0,0,0,7.3437,0.13051,0.010996
0,0,0,7.4446,0.13051,0.010996
0,0,0,7.5455,0.13051,0.010996
0,0,0,7.6465,0.13051,0.010996
0,0,0,7.7474,0.13051,0.010996
0,0,0,7.8483,0.13051,0.010996
0,0,0,7.9492,0.13051,0.010996
0,0,0,8.0501,0.13051,0.010996
0,0,0,8.151,0.13051,0.010996
0,0,0,8.252,0.13051,0.010996
0,0,0,8.3529,0.13051,0.010996
0,0,0,8.4538,0.13051,0.010996
0,0,0,8.5547,0.13051,0.010996
0,0,0,8.6556,0.13051,0.010996
0,0,0,8.7565,0.13051,0.010996
0,0,0,8.8575,0.13051,0.010996
0,0,0,8.9584,0.13051,0.010996
0,0,0,9.0593,0.13051,0.010996
0,0,0,9.1602,0.13051,0.010996
0,0,0,9.2611,0.13051,0.010996
0,0,0,9.3621,0.13051,0.010996
